Sensor,X0,Y0,TotalHits,MissingHits
2826,914.0,212.0,,
2880,954.0,212.0,,
2910,974.0,212.0,,
2940,994.0,212.0,,
6,1014.0,212.0,,
36,1034.0,212.0,,
66,1074.0,212.0,,
96,1094.0,212.0,,
126,1114.0,212.0,,
156,1134.0,212.0,,
210,1154.0,212.0,,
240,1174.0,212.0,,
270,1214.0,212.0,,
300,1234.0,212.0,,
330,1254.0,212.0,,
360,1274.0,212.0,,
390,1294.0,212.0,,
420,1314.0,212.0,,
450,1354.0,212.0,,
480,1374.0,212.0,,
510,1394.0,212.0,,
540,1414.0,212.0,,
570,1434.0,212.0,,
600,1474.0,212.0,,
630,1494.0,212.0,,
684,1514.0,212.0,,
714,1534.0,212.0,,
774,1554.0,212.0,,
804,1574.0,212.0,,
834,1614.0,212.0,,
864,1634.0,212.0,,
894,1654.0,212.0,,
924,1674.0,212.0,,
954,1694.0,212.0,,
1014,1754.0,212.0,,
1044,1774.0,212.0,,
1074,1794.0,212.0,,
1104,1814.0,212.0,,
1134,1834.0,212.0,,
1164,1874.0,212.0,,
1194,1894.0,212.0,,
1224,1914.0,212.0,,
1254,1934.0,212.0,,
1314,1954.0,212.0,,
1344,1974.0,212.0,,
1374,2014.0,212.0,,
1404,2034.0,212.0,,
1434,2054.0,212.0,,
1464,2074.0,212.0,,
1494,2094.0,212.0,,
1524,2134.0,212.0,,
1584,2154.0,212.0,,
1614,2174.0,212.0,,
1644,2194.0,212.0,,
1674,2214.0,212.0,,
1704,2234.0,212.0,,
1734,2274.0,212.0,,
1764,2294.0,212.0,,
1794,2314.0,212.0,,
1824,2334.0,212.0,,
1884,2354.0,212.0,,
1914,2374.0,212.0,,
659,14.0,232.0,,
2063,34.0,232.0,,
2327,54.0,232.0,,
2591,74.0,232.0,,
2855,94.0,232.0,,
185,114.0,232.0,,
745,154.0,232.0,,
985,174.0,232.0,,
1285,194.0,232.0,,
1555,214.0,232.0,,
1855,234.0,232.0,,
1945,254.0,232.0,,
1975,294.0,232.0,,
2005,314.0,232.0,,
2035,334.0,232.0,,
2089,354.0,232.0,,
2119,374.0,232.0,,
2149,414.0,232.0,,
2179,434.0,232.0,,
2209,454.0,232.0,,
2239,474.0,232.0,,
2269,494.0,232.0,,
2299,514.0,232.0,,
2353,554.0,232.0,,
2383,574.0,232.0,,
2413,594.0,232.0,,
2443,614.0,232.0,,
2473,634.0,232.0,,
2503,694.0,232.0,,
2533,714.0,232.0,,
2563,734.0,232.0,,
2617,754.0,232.0,,
2647,774.0,232.0,,
2677,814.0,232.0,,
2707,834.0,232.0,,
2737,854.0,232.0,,
2767,874.0,232.0,,
2797,894.0,232.0,,
2827,914.0,232.0,,
2881,954.0,232.0,,
2911,974.0,232.0,,
2941,994.0,232.0,,
7,1014.0,232.0,,
37,1034.0,232.0,,
67,1074.0,232.0,,
97,1094.0,232.0,,
127,1114.0,232.0,,
157,1134.0,232.0,,
211,1154.0,232.0,,
241,1174.0,232.0,,
271,1214.0,232.0,,
301,1234.0,232.0,,
331,1254.0,232.0,,
361,1274.0,232.0,,
391,1294.0,232.0,,
421,1314.0,232.0,,
451,1354.0,232.0,,
481,1374.0,232.0,,
511,1394.0,232.0,,
541,1414.0,232.0,,
571,1434.0,232.0,,
601,1474.0,232.0,,
631,1494.0,232.0,,
685,1514.0,232.0,,
715,1534.0,232.0,,
775,1554.0,232.0,,
805,1574.0,232.0,,
835,1614.0,232.0,,
865,1634.0,232.0,,
895,1654.0,232.0,,
925,1674.0,232.0,,
955,1694.0,232.0,,
1015,1754.0,232.0,,
1045,1774.0,232.0,,
1075,1794.0,232.0,,
1105,1814.0,232.0,,
1135,1834.0,232.0,,
1165,1874.0,232.0,,
1195,1894.0,232.0,,
1225,1914.0,232.0,,
1255,1934.0,232.0,,
1315,1954.0,232.0,,
1345,1974.0,232.0,,
1375,2014.0,232.0,,
1405,2034.0,232.0,,
1435,2054.0,232.0,,
1465,2074.0,232.0,,
1495,2094.0,232.0,,
1525,2134.0,232.0,,
1585,2154.0,232.0,,
1615,2174.0,232.0,,
1645,2194.0,232.0,,
1675,2214.0,232.0,,
1705,2234.0,232.0,,
1735,2274.0,232.0,,
1765,2294.0,232.0,,
1795,2314.0,232.0,,
1825,2334.0,232.0,,
1885,2354.0,232.0,,
1915,2374.0,232.0,,
660,14.0,252.0,,
2064,34.0,252.0,,
2328,54.0,252.0,,
2592,74.0,252.0,,
2856,94.0,252.0,,
186,114.0,252.0,,
746,154.0,252.0,,
986,174.0,252.0,,
1286,194.0,252.0,,
1556,214.0,252.0,,
1856,234.0,252.0,,
1946,254.0,252.0,,
1976,294.0,252.0,,
2006,314.0,252.0,,
2036,334.0,252.0,,
2090,354.0,252.0,,
2120,374.0,252.0,,
2150,414.0,252.0,,
2180,434.0,252.0,,
2210,454.0,252.0,,
2240,474.0,252.0,,
2270,494.0,252.0,,
2300,514.0,252.0,,
2354,554.0,252.0,,
2384,574.0,252.0,,
2414,594.0,252.0,,
2444,614.0,252.0,,
2474,634.0,252.0,,
2504,694.0,252.0,,
2534,714.0,252.0,,
2564,734.0,252.0,,
2618,754.0,252.0,,
2648,774.0,252.0,,
2678,814.0,252.0,,
2708,834.0,252.0,,
2738,854.0,252.0,,
2768,874.0,252.0,,
2798,894.0,252.0,,
2828,914.0,252.0,,
2882,954.0,252.0,,
2912,974.0,252.0,,
2942,994.0,252.0,,
8,1014.0,252.0,,
38,1034.0,252.0,,
68,1074.0,252.0,,
98,1094.0,252.0,,
128,1114.0,252.0,,
158,1134.0,252.0,,
212,1154.0,252.0,,
242,1174.0,252.0,,
272,1214.0,252.0,,
302,1234.0,252.0,,
332,1254.0,252.0,,
362,1274.0,252.0,,
392,1294.0,252.0,,
422,1314.0,252.0,,
452,1354.0,252.0,,
482,1374.0,252.0,,
512,1394.0,252.0,,
542,1414.0,252.0,,
572,1434.0,252.0,,
602,1474.0,252.0,,
632,1494.0,252.0,,
686,1514.0,252.0,,
716,1534.0,252.0,,
776,1554.0,252.0,,
806,1574.0,252.0,,
836,1614.0,252.0,,
866,1634.0,252.0,,
896,1654.0,252.0,,
926,1674.0,252.0,,
956,1694.0,252.0,,
1016,1754.0,252.0,,
1046,1774.0,252.0,,
1076,1794.0,252.0,,
1106,1814.0,252.0,,
1136,1834.0,252.0,,
1166,1874.0,252.0,,
1196,1894.0,252.0,,
1226,1914.0,252.0,,
1256,1934.0,252.0,,
1316,1954.0,252.0,,
1346,1974.0,252.0,,
1376,2014.0,252.0,,
1406,2034.0,252.0,,
1436,2054.0,252.0,,
1466,2074.0,252.0,,
1496,2094.0,252.0,,
1526,2134.0,252.0,,
1586,2154.0,252.0,,
1616,2174.0,252.0,,
1646,2194.0,252.0,,
1676,2214.0,252.0,,
1706,2234.0,252.0,,
1736,2274.0,252.0,,
1766,2294.0,252.0,,
1796,2314.0,252.0,,
1826,2334.0,252.0,,
1886,2354.0,252.0,,
1916,2374.0,252.0,,
661,14.0,272.0,,
2065,34.0,272.0,,
2329,54.0,272.0,,
2593,74.0,272.0,,
2857,94.0,272.0,,
187,114.0,272.0,,
747,154.0,272.0,,
987,174.0,272.0,,
1287,194.0,272.0,,
1557,214.0,272.0,,
1857,234.0,272.0,,
1947,254.0,272.0,,
1977,294.0,272.0,,
2007,314.0,272.0,,
2037,334.0,272.0,,
2091,354.0,272.0,,
2121,374.0,272.0,,
2151,414.0,272.0,,
2181,434.0,272.0,,
2211,454.0,272.0,,
2241,474.0,272.0,,
2271,494.0,272.0,,
2301,514.0,272.0,,
2355,554.0,272.0,,
2385,574.0,272.0,,
2415,594.0,272.0,,
2445,614.0,272.0,,
2475,634.0,272.0,,
2505,694.0,272.0,,
2535,714.0,272.0,,
2565,734.0,272.0,,
2619,754.0,272.0,,
2649,774.0,272.0,,
2679,814.0,272.0,,
2709,834.0,272.0,,
2739,854.0,272.0,,
2769,874.0,272.0,,
2799,894.0,272.0,,
2829,914.0,272.0,,
2883,954.0,272.0,,
2913,974.0,272.0,,
2943,994.0,272.0,,
9,1014.0,272.0,,
39,1034.0,272.0,,
69,1074.0,272.0,,
99,1094.0,272.0,,
129,1114.0,272.0,,
159,1134.0,272.0,,
213,1154.0,272.0,,
243,1174.0,272.0,,
273,1214.0,272.0,,
303,1234.0,272.0,,
333,1254.0,272.0,,
363,1274.0,272.0,,
393,1294.0,272.0,,
423,1314.0,272.0,,
453,1354.0,272.0,,
483,1374.0,272.0,,
513,1394.0,272.0,,
543,1414.0,272.0,,
573,1434.0,272.0,,
603,1474.0,272.0,,
633,1494.0,272.0,,
687,1514.0,272.0,,
717,1534.0,272.0,,
777,1554.0,272.0,,
807,1574.0,272.0,,
837,1614.0,272.0,,
867,1634.0,272.0,,
897,1654.0,272.0,,
927,1674.0,272.0,,
957,1694.0,272.0,,
1017,1754.0,272.0,,
1047,1774.0,272.0,,
1077,1794.0,272.0,,
1107,1814.0,272.0,,
1137,1834.0,272.0,,
1167,1874.0,272.0,,
1197,1894.0,272.0,,
1227,1914.0,272.0,,
1257,1934.0,272.0,,
1317,1954.0,272.0,,
1347,1974.0,272.0,,
1377,2014.0,272.0,,
1407,2034.0,272.0,,
1437,2054.0,272.0,,
1467,2074.0,272.0,,
1497,2094.0,272.0,,
1527,2134.0,272.0,,
1587,2154.0,272.0,,
1617,2174.0,272.0,,
1647,2194.0,272.0,,
1677,2214.0,272.0,,
1707,2234.0,272.0,,
1737,2274.0,272.0,,
1767,2294.0,272.0,,
1797,2314.0,272.0,,
1827,2334.0,272.0,,
1887,2354.0,272.0,,
1917,2374.0,272.0,,
662,14.0,292.0,,
2066,34.0,292.0,,
2330,54.0,292.0,,
2594,74.0,292.0,,
2858,94.0,292.0,,
188,114.0,292.0,,
748,154.0,292.0,,
988,174.0,292.0,,
1288,194.0,292.0,,
1558,214.0,292.0,,
1858,234.0,292.0,,
1948,254.0,292.0,,
1978,294.0,292.0,,
2008,314.0,292.0,,
2038,334.0,292.0,,
2092,354.0,292.0,,
2122,374.0,292.0,,
2152,414.0,292.0,,
2182,434.0,292.0,,
2212,454.0,292.0,,
2242,474.0,292.0,,
2272,494.0,292.0,,
2302,514.0,292.0,,
2356,554.0,292.0,,
2386,574.0,292.0,,
2416,594.0,292.0,,
2446,614.0,292.0,,
2476,634.0,292.0,,
2506,694.0,292.0,,
2536,714.0,292.0,,
2566,734.0,292.0,,
2620,754.0,292.0,,
2650,774.0,292.0,,
2680,814.0,292.0,,
2710,834.0,292.0,,
2740,854.0,292.0,,
2770,874.0,292.0,,
2800,894.0,292.0,,
2830,914.0,292.0,,
2884,954.0,292.0,,
2914,974.0,292.0,,
2944,994.0,292.0,,
10,1014.0,292.0,,
40,1034.0,292.0,,
70,1074.0,292.0,,
100,1094.0,292.0,,
130,1114.0,292.0,,
160,1134.0,292.0,,
214,1154.0,292.0,,
244,1174.0,292.0,,
274,1214.0,292.0,,
304,1234.0,292.0,,
334,1254.0,292.0,,
364,1274.0,292.0,,
394,1294.0,292.0,,
424,1314.0,292.0,,
454,1354.0,292.0,,
484,1374.0,292.0,,
514,1394.0,292.0,,
544,1414.0,292.0,,
574,1434.0,292.0,,
604,1474.0,292.0,,
634,1494.0,292.0,,
688,1514.0,292.0,,
718,1534.0,292.0,,
778,1554.0,292.0,,
808,1574.0,292.0,,
838,1614.0,292.0,,
868,1634.0,292.0,,
898,1654.0,292.0,,
928,1674.0,292.0,,
958,1694.0,292.0,,
1018,1754.0,292.0,,
1048,1774.0,292.0,,
1078,1794.0,292.0,,
1108,1814.0,292.0,,
1138,1834.0,292.0,,
1168,1874.0,292.0,,
1198,1894.0,292.0,,
1228,1914.0,292.0,,
1258,1934.0,292.0,,
1318,1954.0,292.0,,
1348,1974.0,292.0,,
1378,2014.0,292.0,,
1408,2034.0,292.0,,
1438,2054.0,292.0,,
1468,2074.0,292.0,,
1498,2094.0,292.0,,
1528,2134.0,292.0,,
1588,2154.0,292.0,,
1618,2174.0,292.0,,
1648,2194.0,292.0,,
1678,2214.0,292.0,,
1708,2234.0,292.0,,
1738,2274.0,292.0,,
1768,2294.0,292.0,,
1798,2314.0,292.0,,
1828,2334.0,292.0,,
1888,2354.0,292.0,,
1918,2374.0,292.0,,
663,14.0,312.0,,
2067,34.0,312.0,,
2331,54.0,312.0,,
2595,74.0,312.0,,
2859,94.0,312.0,,
189,114.0,312.0,,
749,154.0,312.0,,
989,174.0,312.0,,
1289,194.0,312.0,,
1559,214.0,312.0,,
1859,234.0,312.0,,
1949,254.0,312.0,,
1979,294.0,312.0,,
2009,314.0,312.0,,
2039,334.0,312.0,,
2093,354.0,312.0,,
2123,374.0,312.0,,
2153,414.0,312.0,,
2183,434.0,312.0,,
2213,454.0,312.0,,
2243,474.0,312.0,,
2273,494.0,312.0,,
2303,514.0,312.0,,
2357,554.0,312.0,,
2387,574.0,312.0,,
2417,594.0,312.0,,
2447,614.0,312.0,,
2477,634.0,312.0,,
2507,694.0,312.0,,
2537,714.0,312.0,,
2567,734.0,312.0,,
2621,754.0,312.0,,
2651,774.0,312.0,,
2681,814.0,312.0,,
2711,834.0,312.0,,
2741,854.0,312.0,,
2771,874.0,312.0,,
2801,894.0,312.0,,
2831,914.0,312.0,,
2885,954.0,312.0,,
2915,974.0,312.0,,
2945,994.0,312.0,,
11,1014.0,312.0,,
41,1034.0,312.0,,
71,1074.0,312.0,,
101,1094.0,312.0,,
131,1114.0,312.0,,
161,1134.0,312.0,,
215,1154.0,312.0,,
245,1174.0,312.0,,
275,1214.0,312.0,,
305,1234.0,312.0,,
335,1254.0,312.0,,
365,1274.0,312.0,,
395,1294.0,312.0,,
425,1314.0,312.0,,
455,1354.0,312.0,,
485,1374.0,312.0,,
515,1394.0,312.0,,
545,1414.0,312.0,,
575,1434.0,312.0,,
605,1474.0,312.0,,
635,1494.0,312.0,,
689,1514.0,312.0,,
719,1534.0,312.0,,
779,1554.0,312.0,,
809,1574.0,312.0,,
839,1614.0,312.0,,
869,1634.0,312.0,,
899,1654.0,312.0,,
929,1674.0,312.0,,
959,1694.0,312.0,,
1019,1754.0,312.0,,
1049,1774.0,312.0,,
1079,1794.0,312.0,,
1109,1814.0,312.0,,
1139,1834.0,312.0,,
1169,1874.0,312.0,,
1199,1894.0,312.0,,
1229,1914.0,312.0,,
1259,1934.0,312.0,,
1319,1954.0,312.0,,
1349,1974.0,312.0,,
1379,2014.0,312.0,,
1409,2034.0,312.0,,
1439,2054.0,312.0,,
1469,2074.0,312.0,,
1499,2094.0,312.0,,
1529,2134.0,312.0,,
1589,2154.0,312.0,,
1619,2174.0,312.0,,
1649,2194.0,312.0,,
1679,2214.0,312.0,,
1709,2234.0,312.0,,
1739,2274.0,312.0,,
1769,2294.0,312.0,,
1799,2314.0,312.0,,
1829,2334.0,312.0,,
1889,2354.0,312.0,,
1919,2374.0,312.0,,
664,14.0,332.0,,
2068,34.0,332.0,,
2332,54.0,332.0,,
2596,74.0,332.0,,
2860,94.0,332.0,,
190,114.0,332.0,,
751,154.0,332.0,,
991,174.0,332.0,,
1291,194.0,332.0,,
1561,214.0,332.0,,
1861,234.0,332.0,,
1951,254.0,332.0,,
1981,294.0,332.0,,
2011,314.0,332.0,,
2041,334.0,332.0,,
2095,354.0,332.0,,
2125,374.0,332.0,,
2155,414.0,332.0,,
2185,434.0,332.0,,
2215,454.0,332.0,,
2245,474.0,332.0,,
2275,494.0,332.0,,
2305,514.0,332.0,,
2359,554.0,332.0,,
2389,574.0,332.0,,
2419,594.0,332.0,,
2449,614.0,332.0,,
2479,634.0,332.0,,
2509,694.0,332.0,,
2539,714.0,332.0,,
2569,734.0,332.0,,
2623,754.0,332.0,,
2653,774.0,332.0,,
2683,814.0,332.0,,
2713,834.0,332.0,,
2743,854.0,332.0,,
2773,874.0,332.0,,
2803,894.0,332.0,,
2833,914.0,332.0,,
2887,954.0,332.0,,
2917,974.0,332.0,,
2947,994.0,332.0,,
13,1014.0,332.0,,
43,1034.0,332.0,,
73,1074.0,332.0,,
103,1094.0,332.0,,
133,1114.0,332.0,,
163,1134.0,332.0,,
217,1154.0,332.0,,
247,1174.0,332.0,,
277,1214.0,332.0,,
307,1234.0,332.0,,
337,1254.0,332.0,,
367,1274.0,332.0,,
397,1294.0,332.0,,
427,1314.0,332.0,,
457,1354.0,332.0,,
487,1374.0,332.0,,
517,1394.0,332.0,,
547,1414.0,332.0,,
577,1434.0,332.0,,
607,1474.0,332.0,,
637,1494.0,332.0,,
691,1514.0,332.0,,
721,1534.0,332.0,,
781,1554.0,332.0,,
811,1574.0,332.0,,
841,1614.0,332.0,,
871,1634.0,332.0,,
901,1654.0,332.0,,
931,1674.0,332.0,,
961,1694.0,332.0,,
1021,1754.0,332.0,,
1051,1774.0,332.0,,
1081,1794.0,332.0,,
1111,1814.0,332.0,,
1141,1834.0,332.0,,
1171,1874.0,332.0,,
1201,1894.0,332.0,,
1231,1914.0,332.0,,
1261,1934.0,332.0,,
1321,1954.0,332.0,,
1351,1974.0,332.0,,
1381,2014.0,332.0,,
1411,2034.0,332.0,,
1441,2054.0,332.0,,
1471,2074.0,332.0,,
1501,2094.0,332.0,,
1531,2134.0,332.0,,
1591,2154.0,332.0,,
1621,2174.0,332.0,,
1651,2194.0,332.0,,
1681,2214.0,332.0,,
1711,2234.0,332.0,,
1741,2274.0,332.0,,
1771,2294.0,332.0,,
1801,2314.0,332.0,,
1831,2334.0,332.0,,
1891,2354.0,332.0,,
1921,2374.0,332.0,,
665,14.0,352.0,,
2069,34.0,352.0,,
2333,54.0,352.0,,
2597,74.0,352.0,,
2861,94.0,352.0,,
191,114.0,352.0,,
752,154.0,352.0,,
992,174.0,352.0,,
1292,194.0,352.0,,
1562,214.0,352.0,,
1862,234.0,352.0,,
1952,254.0,352.0,,
1982,294.0,352.0,,
2012,314.0,352.0,,
2042,334.0,352.0,,
2096,354.0,352.0,,
2126,374.0,352.0,,
2156,414.0,352.0,,
2186,434.0,352.0,,
2216,454.0,352.0,,
2246,474.0,352.0,,
2276,494.0,352.0,,
2306,514.0,352.0,,
2360,554.0,352.0,,
2390,574.0,352.0,,
2420,594.0,352.0,,
2450,614.0,352.0,,
2480,634.0,352.0,,
2510,694.0,352.0,,
2540,714.0,352.0,,
2570,734.0,352.0,,
2624,754.0,352.0,,
2654,774.0,352.0,,
2684,814.0,352.0,,
2714,834.0,352.0,,
2744,854.0,352.0,,
2774,874.0,352.0,,
2804,894.0,352.0,,
2834,914.0,352.0,,
2888,954.0,352.0,,
2918,974.0,352.0,,
2948,994.0,352.0,,
14,1014.0,352.0,,
44,1034.0,352.0,,
74,1074.0,352.0,,
104,1094.0,352.0,,
134,1114.0,352.0,,
164,1134.0,352.0,,
218,1154.0,352.0,,
248,1174.0,352.0,,
278,1214.0,352.0,,
308,1234.0,352.0,,
338,1254.0,352.0,,
368,1274.0,352.0,,
398,1294.0,352.0,,
428,1314.0,352.0,,
458,1354.0,352.0,,
488,1374.0,352.0,,
518,1394.0,352.0,,
548,1414.0,352.0,,
578,1434.0,352.0,,
608,1474.0,352.0,,
638,1494.0,352.0,,
692,1514.0,352.0,,
722,1534.0,352.0,,
782,1554.0,352.0,,
812,1574.0,352.0,,
842,1614.0,352.0,,
872,1634.0,352.0,,
902,1654.0,352.0,,
932,1674.0,352.0,,
962,1694.0,352.0,,
1022,1754.0,352.0,,
1052,1774.0,352.0,,
1082,1794.0,352.0,,
1112,1814.0,352.0,,
1142,1834.0,352.0,,
1172,1874.0,352.0,,
1202,1894.0,352.0,,
1232,1914.0,352.0,,
1262,1934.0,352.0,,
1322,1954.0,352.0,,
1352,1974.0,352.0,,
1382,2014.0,352.0,,
1412,2034.0,352.0,,
1442,2054.0,352.0,,
1472,2074.0,352.0,,
1502,2094.0,352.0,,
1532,2134.0,352.0,,
1592,2154.0,352.0,,
1622,2174.0,352.0,,
1652,2194.0,352.0,,
1682,2214.0,352.0,,
1712,2234.0,352.0,,
1742,2274.0,352.0,,
1772,2294.0,352.0,,
1802,2314.0,352.0,,
1832,2334.0,352.0,,
1892,2354.0,352.0,,
1922,2374.0,352.0,,
666,14.0,372.0,,
2070,34.0,372.0,,
2334,54.0,372.0,,
2598,74.0,372.0,,
2862,94.0,372.0,,
192,114.0,372.0,,
753,154.0,372.0,,
993,174.0,372.0,,
1293,194.0,372.0,,
1563,214.0,372.0,,
1863,234.0,372.0,,
1953,254.0,372.0,,
1983,294.0,372.0,,
2013,314.0,372.0,,
2043,334.0,372.0,,
2097,354.0,372.0,,
2127,374.0,372.0,,
2157,414.0,372.0,,
2187,434.0,372.0,,
2217,454.0,372.0,,
2247,474.0,372.0,,
2277,494.0,372.0,,
2307,514.0,372.0,,
2361,554.0,372.0,,
2391,574.0,372.0,,
2421,594.0,372.0,,
2451,614.0,372.0,,
2481,634.0,372.0,,
2511,694.0,372.0,,
2541,714.0,372.0,,
2571,734.0,372.0,,
2625,754.0,372.0,,
2655,774.0,372.0,,
2685,814.0,372.0,,
2715,834.0,372.0,,
2745,854.0,372.0,,
2775,874.0,372.0,,
2805,894.0,372.0,,
2835,914.0,372.0,,
2889,954.0,372.0,,
2919,974.0,372.0,,
2949,994.0,372.0,,
15,1014.0,372.0,,
45,1034.0,372.0,,
75,1074.0,372.0,,
105,1094.0,372.0,,
135,1114.0,372.0,,
165,1134.0,372.0,,
219,1154.0,372.0,,
249,1174.0,372.0,,
279,1214.0,372.0,,
309,1234.0,372.0,,
339,1254.0,372.0,,
369,1274.0,372.0,,
399,1294.0,372.0,,
429,1314.0,372.0,,
459,1354.0,372.0,,
489,1374.0,372.0,,
519,1394.0,372.0,,
549,1414.0,372.0,,
579,1434.0,372.0,,
609,1474.0,372.0,,
639,1494.0,372.0,,
693,1514.0,372.0,,
723,1534.0,372.0,,
783,1554.0,372.0,,
813,1574.0,372.0,,
843,1614.0,372.0,,
873,1634.0,372.0,,
903,1654.0,372.0,,
933,1674.0,372.0,,
963,1694.0,372.0,,
1023,1754.0,372.0,,
1053,1774.0,372.0,,
1083,1794.0,372.0,,
1113,1814.0,372.0,,
1143,1834.0,372.0,,
1173,1874.0,372.0,,
1203,1894.0,372.0,,
1233,1914.0,372.0,,
1263,1934.0,372.0,,
1323,1954.0,372.0,,
1353,1974.0,372.0,,
1383,2014.0,372.0,,
1413,2034.0,372.0,,
1443,2054.0,372.0,,
1473,2074.0,372.0,,
1503,2094.0,372.0,,
1533,2134.0,372.0,,
1593,2154.0,372.0,,
1623,2174.0,372.0,,
1653,2194.0,372.0,,
1683,2214.0,372.0,,
1713,2234.0,372.0,,
1743,2274.0,372.0,,
1773,2294.0,372.0,,
1803,2314.0,372.0,,
1833,2334.0,372.0,,
1893,2354.0,372.0,,
1923,2374.0,372.0,,
667,14.0,392.0,,
2071,34.0,392.0,,
2335,54.0,392.0,,
2599,74.0,392.0,,
2863,94.0,392.0,,
193,114.0,392.0,,
754,154.0,392.0,,
994,174.0,392.0,,
1294,194.0,392.0,,
1564,214.0,392.0,,
1864,234.0,392.0,,
1954,254.0,392.0,,
1984,294.0,392.0,,
2014,314.0,392.0,,
2044,334.0,392.0,,
2098,354.0,392.0,,
2128,374.0,392.0,,
2158,414.0,392.0,,
2188,434.0,392.0,,
2218,454.0,392.0,,
2248,474.0,392.0,,
2278,494.0,392.0,,
2308,514.0,392.0,,
2362,554.0,392.0,,
2392,574.0,392.0,,
2422,594.0,392.0,,
2452,614.0,392.0,,
2482,634.0,392.0,,
2512,694.0,392.0,,
2542,714.0,392.0,,
2572,734.0,392.0,,
2626,754.0,392.0,,
2656,774.0,392.0,,
2686,814.0,392.0,,
2716,834.0,392.0,,
2746,854.0,392.0,,
2776,874.0,392.0,,
2806,894.0,392.0,,
2836,914.0,392.0,,
2890,954.0,392.0,,
2920,974.0,392.0,,
2950,994.0,392.0,,
16,1014.0,392.0,,
46,1034.0,392.0,,
76,1074.0,392.0,,
106,1094.0,392.0,,
136,1114.0,392.0,,
166,1134.0,392.0,,
220,1154.0,392.0,,
250,1174.0,392.0,,
280,1214.0,392.0,,
310,1234.0,392.0,,
340,1254.0,392.0,,
370,1274.0,392.0,,
400,1294.0,392.0,,
430,1314.0,392.0,,
460,1354.0,392.0,,
490,1374.0,392.0,,
520,1394.0,392.0,,
550,1414.0,392.0,,
580,1434.0,392.0,,
610,1474.0,392.0,,
640,1494.0,392.0,,
694,1514.0,392.0,,
724,1534.0,392.0,,
784,1554.0,392.0,,
814,1574.0,392.0,,
844,1614.0,392.0,,
874,1634.0,392.0,,
904,1654.0,392.0,,
934,1674.0,392.0,,
964,1694.0,392.0,,
1024,1754.0,392.0,,
1054,1774.0,392.0,,
1084,1794.0,392.0,,
1114,1814.0,392.0,,
1144,1834.0,392.0,,
1174,1874.0,392.0,,
1204,1894.0,392.0,,
1234,1914.0,392.0,,
1264,1934.0,392.0,,
1324,1954.0,392.0,,
1354,1974.0,392.0,,
1384,2014.0,392.0,,
1414,2034.0,392.0,,
1444,2054.0,392.0,,
1474,2074.0,392.0,,
1504,2094.0,392.0,,
1534,2134.0,392.0,,
1594,2154.0,392.0,,
1624,2174.0,392.0,,
1654,2194.0,392.0,,
1684,2214.0,392.0,,
1714,2234.0,392.0,,
1744,2274.0,392.0,,
1774,2294.0,392.0,,
1804,2314.0,392.0,,
1834,2334.0,392.0,,
1894,2354.0,392.0,,
1924,2374.0,392.0,,
668,14.0,412.0,,
2072,34.0,412.0,,
2336,54.0,412.0,,
2600,74.0,412.0,,
2864,94.0,412.0,,
194,114.0,412.0,,
755,154.0,412.0,,
995,174.0,412.0,,
1295,194.0,412.0,,
1565,214.0,412.0,,
1865,234.0,412.0,,
1955,254.0,412.0,,
1985,294.0,412.0,,
2015,314.0,412.0,,
2045,334.0,412.0,,
2099,354.0,412.0,,
2129,374.0,412.0,,
2159,414.0,412.0,,
2189,434.0,412.0,,
